Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Total_Delay,Overall_Service_Score
Female,Loyal Customer,25,Business travel,Business,789.0,5,5,4,3,4,5,4,4,3,3,3,3,4,4,29.0,17.0,satisfied,46.0,3.7
Female,Loyal Customer,59,Business travel,Business,213.0,3,5,4,3,4,4,5,5,5,4,4,3,3,5,2.0,9.0,satisfied,11.0,4.1
Male,Loyal Customer,33,Business travel,Business,749.0,4,5,3,3,4,4,4,5,4,4,3,3,5,5,0.0,0.0,neutral or dissatisfied,0.0,4.1
Female,Loyal Customer,21,Business travel,Eco,375.0,3,5,2,4,2,2,1,2,2,3,4,3,2,1,7.0,16.0,neutral or dissatisfied,23.0,2.3
Male,Loyal Customer,35,Personal Travel,Eco Plus,938.0,2,5,3,1,4,3,3,3,4,2,3,2,4,3,0.0,0.0,neutral or dissatisfied,0.0,3.0
Male,disloyal Customer,55,Business travel,Eco Plus,597.0,2,4,2,3,3,2,2,2,2,2,2,4,3,2,11.0,9.0,neutral or dissatisfied,20.0,2.4
Female,Loyal Customer,38,Business travel,Eco,1066.0,2,2,1,1,2,1,3,2,3,2,3,5,2,3,0.0,0.0,satisfied,0.0,2.7
Female,disloyal Customer,34,Personal Travel,Eco,508.0,1,2,1,3,3,0,3,4,2,2,2,3,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.6
Male,Loyal Customer,40,Personal Travel,Eco Plus,726.0,3,3,4,3,3,3,4,4,4,3,4,2,4,4,10.0,18.0,neutral or dissatisfied,28.0,3.5
Male,Loyal Customer,7,Business travel,Business,430.0,5,2,5,1,5,5,5,5,4,4,1,4,4,5,1.0,24.0,satisfied,25.0,4.2
Female,disloyal Customer,83,Personal Travel,Business,214.0,5,5,5,2,5,4,4,4,4,5,4,4,4,4,0.0,0.0,neutral or dissatisfied,0.0,4.3
Female,Loyal Customer,39,Business travel,Eco,558.0,2,2,2,1,4,2,3,4,3,3,5,3,3,3,32.5,39.0,neutral or dissatisfied,71.5,3.3
Female,Loyal Customer,54,Business travel,Business,459.0,4,4,4,1,4,4,4,5,5,4,2,2,5,5,16.0,12.0,satisfied,28.0,4.0
Male,Loyal Customer,62,Personal Travel,Eco,822.0,3,2,3,4,2,3,2,2,2,3,4,3,3,2,8.0,2.0,neutral or dissatisfied,10.0,2.6
Male,Loyal Customer,24,Personal Travel,Eco,2017.0,3,4,3,4,2,2,2,1,2,2,2,4,1,1,12.0,3.0,neutral or dissatisfied,15.0,2.0
Female,Loyal Customer,21,Business travel,Business,688.0,4,3,4,2,3,4,4,3,3,1,3,5,2,3,11.0,0.0,satisfied,11.0,3.1
Male,Loyal Customer,64,Business travel,Business,649.0,3,5,4,2,5,4,5,5,5,5,3,3,4,5,9.0,17.0,satisfied,26.0,4.3
Female,Loyal Customer,28,Business travel,Eco Plus,294.0,3,5,4,4,1,4,2,2,3,1,4,2,1,3,6.0,7.0,neutral or dissatisfied,13.0,2.2
Female,disloyal Customer,34,Personal Travel,Eco,524.0,2,3,2,4,1,3,2,3,2,2,1,4,3,2,1.0,0.0,neutral or dissatisfied,1.0,2.2
Female,disloyal Customer,29,Business travel,Business,2673.0,4,5,4,2,5,5,4,5,5,4,0,3,4,5,0.0,0.0,neutral or dissatisfied,0.0,3.9
Female,Loyal Customer,7,Personal Travel,Eco,1891.0,2,2,2,2,1,1,2,0,2,1,3,3,2,1,2.0,19.0,neutral or dissatisfied,21.0,1.7
Female,Loyal Customer,37,Business travel,Business,125.0,4,5,4,3,5,3,5,4,5,4,4,3,5,4,23.0,5.0,satisfied,28.0,4.3
Male,Loyal Customer,39,Personal Travel,Eco,516.0,2,3,3,3,5,2,4,4,4,5,4,3,4,4,32.5,40.0,neutral or dissatisfied,72.5,3.9
Male,Loyal Customer,56,Personal Travel,Business,233.0,3,4,4,3,4,2,5,4,4,3,2,4,4,4,3.0,0.0,neutral or dissatisfied,3.0,3.7
Male,disloyal Customer,33,Business travel,Business,919.0,4,5,3,3,4,4,4,4,4,3,1,3,3,4,9.0,0.0,neutral or dissatisfied,9.0,3.4
Male,Loyal Customer,31,Business travel,Eco Plus,1220.0,2,2,2,3,2,3,3,2,3,1,3,0,3,2,9.0,2.0,satisfied,11.0,2.1
Male,Loyal Customer,48,Business travel,Eco,691.0,2,2,3,3,3,2,2,2,3,2,3,3,3,3,20.0,9.0,neutral or dissatisfied,29.0,2.6
Female,Loyal Customer,53,Business travel,Eco,1525.0,3,4,2,3,1,3,0,1,1,0,3,4,0,1,8.0,12.0,neutral or dissatisfied,20.0,1.4
Female,Loyal Customer,22,Business travel,Business,340.0,3,3,4,1,4,2,4,4,4,3,2,4,4,5,7.0,15.0,satisfied,22.0,3.7
Male,Loyal Customer,10,Personal Travel,Eco,60.0,4,5,4,2,3,3,3,3,3,3,1,4,3,3,24.0,9.0,satisfied,33.0,3.0
Male,Loyal Customer,73,Business travel,Eco,1614.0,2,3,2,3,2,2,2,2,1,1,4,4,1,2,1.0,9.0,neutral or dissatisfied,10.0,2.1
Male,Loyal Customer,63,Business travel,Eco,2678.5,3,3,4,3,2,3,3,3,2,4,4,4,3,3,0.0,0.0,satisfied,0.0,3.1
Male,Loyal Customer,30,Business travel,Business,2455.0,5,5,5,5,4,4,4,4,4,5,3,4,3,5,4.0,0.0,satisfied,4.0,4.1
Female,Loyal Customer,35,Business travel,Business,744.0,5,5,5,3,4,4,4,4,4,4,2,3,4,5,1.0,6.0,satisfied,7.0,3.9
Male,Loyal Customer,39,Business travel,Eco,1058.0,3,5,2,5,3,2,3,2,2,1,3,3,2,2,4.0,13.0,neutral or dissatisfied,17.0,2.4
Female,disloyal Customer,27,Personal Travel,Eco Plus,1387.0,3,3,2,3,3,2,4,4,4,3,3,3,4,3,15.0,35.0,neutral or dissatisfied,50.0,3.4
Male,Loyal Customer,31,Personal Travel,Eco,1390.0,2,3,1,2,3,1,2,2,3,1,5,2,2,2,10.0,13.0,neutral or dissatisfied,23.0,2.4
Male,Loyal Customer,38,Business travel,Business,1407.0,4,5,4,3,4,4,4,3,3,3,2,3,3,4,32.5,40.0,satisfied,72.5,3.3
Male,Loyal Customer,18,Personal Travel,Eco Plus,1268.0,3,4,3,3,2,2,2,2,3,2,4,4,3,2,23.0,19.0,satisfied,42.0,2.7
Male,Loyal Customer,75,Business travel,Business,981.0,5,5,5,2,3,5,5,5,5,3,4,3,4,4,14.0,26.0,satisfied,40.0,4.1
Male,Loyal Customer,14,Personal Travel,Eco,155.0,2,2,2,3,0,1,1,1,1,3,4,3,1,1,29.0,0.0,neutral or dissatisfied,29.0,1.7
Male,disloyal Customer,8,Business travel,Eco,1538.0,2,3,1,2,0,2,1,1,2,1,4,4,2,1,4.0,0.0,neutral or dissatisfied,4.0,1.8
Male,disloyal Customer,53,Business travel,Business,468.0,3,2,3,3,2,3,3,4,4,4,3,2,4,4,1.0,3.0,neutral or dissatisfied,4.0,3.3
Female,Loyal Customer,34,Personal Travel,Eco,1467.0,5,3,4,4,4,4,2,4,2,3,5,4,2,3,0.0,0.0,neutral or dissatisfied,0.0,3.4
Male,Loyal Customer,46,Business travel,Business,1964.0,5,2,5,3,4,5,3,3,4,4,3,4,3,3,18.0,17.0,satisfied,35.0,3.6
Male,Loyal Customer,40,Personal Travel,Business,802.0,3,4,4,3,4,3,4,3,4,3,1,5,4,3,11.0,17.0,satisfied,28.0,3.4
Male,disloyal Customer,34,Personal Travel,Eco Plus,559.0,2,2,3,4,2,3,2,2,2,2,3,3,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.4
Male,Loyal Customer,38,Business travel,Eco,1811.0,2,3,2,4,1,2,2,0,2,2,2,3,2,1,16.0,28.0,neutral or dissatisfied,44.0,1.7
Female,disloyal Customer,46,Business travel,Eco,2125.0,2,2,1,3,3,1,2,2,2,1,2,5,1,2,4.0,9.0,satisfied,13.0,2.2
Male,disloyal Customer,57,Business travel,Business,676.0,5,4,4,2,3,4,4,3,3,2,4,2,3,3,8.0,28.0,satisfied,36.0,3.2
Male,Loyal Customer,28,Business travel,Business,846.0,4,5,4,2,4,5,4,4,5,3,4,3,3,4,0.0,0.0,neutral or dissatisfied,0.0,3.8
Male,Loyal Customer,47,Business travel,Business,507.0,4,5,5,2,5,4,4,4,5,3,4,4,5,4,17.0,0.0,satisfied,17.0,4.2
Female,disloyal Customer,33,Business travel,Eco,1435.0,2,2,3,2,3,2,4,4,3,3,2,3,3,3,4.0,11.0,neutral or dissatisfied,15.0,3.0
Female,Loyal Customer,34,Business travel,Eco,747.0,2,3,1,4,3,2,3,5,4,3,4,4,4,4,7.0,5.0,neutral or dissatisfied,12.0,3.6
Female,Loyal Customer,27,Business travel,Eco,683.0,2,3,3,3,1,2,2,1,2,2,5,4,3,2,0.0,0.0,neutral or dissatisfied,0.0,2.4
Female,Loyal Customer,35,Business travel,Eco,1741.0,3,4,3,4,2,3,3,3,3,2,2,2,4,2,0.0,0.0,neutral or dissatisfied,0.0,2.6
Female,Loyal Customer,21,Business travel,Business,426.0,5,5,5,1,4,5,5,4,5,5,3,2,5,5,18.0,29.0,satisfied,47.0,4.3
Male,Loyal Customer,23,Business travel,Eco,314.0,2,4,2,3,3,2,3,2,3,3,5,2,2,2,32.5,40.0,neutral or dissatisfied,72.5,2.7
Male,disloyal Customer,26,Personal Travel,Eco,388.0,2,4,2,5,2,2,1,1,3,2,4,1,2,1,8.0,7.0,neutral or dissatisfied,15.0,1.9
Male,Loyal Customer,7,Business travel,Eco,1274.0,2,4,2,3,4,1,3,3,3,2,2,2,3,3,0.0,0.0,satisfied,0.0,2.7
Female,Loyal Customer,25,Business travel,Business,1463.0,5,5,5,2,4,5,3,3,3,3,3,1,3,3,11.0,14.0,satisfied,25.0,3.1
Male,Loyal Customer,32,Personal Travel,Eco,917.0,5,3,3,3,3,3,3,3,2,2,3,3,3,1,4.0,7.0,neutral or dissatisfied,11.0,2.8
Male,disloyal Customer,45,Business travel,Eco,798.0,2,5,2,4,1,3,1,2,1,2,3,3,2,3,0.0,0.0,neutral or dissatisfied,0.0,2.0
Female,Loyal Customer,19,Business travel,Eco,1682.0,2,2,4,2,2,2,3,2,2,2,3,5,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.7
Male,Loyal Customer,39,Business travel,Business,326.0,4,5,5,3,3,4,5,5,4,4,2,2,4,4,3.0,20.0,satisfied,23.0,3.7
Female,Loyal Customer,45,Business travel,Eco,1406.0,2,3,1,4,3,1,4,3,3,3,1,2,5,4,7.0,0.0,neutral or dissatisfied,7.0,3.0
Male,disloyal Customer,35,Personal Travel,Eco,1478.0,3,4,3,3,2,3,2,1,1,3,2,2,1,2,10.0,0.0,neutral or dissatisfied,10.0,1.9
Male,Loyal Customer,42,Business travel,Business,329.0,3,2,3,3,4,4,4,5,5,4,4,2,5,5,21.0,22.0,neutral or dissatisfied,43.0,4.1
Male,Loyal Customer,43,Business travel,Eco,431.0,1,5,2,2,3,2,2,3,3,2,3,4,2,3,5.0,21.0,neutral or dissatisfied,26.0,2.6
Female,Loyal Customer,34,Business travel,Eco,1104.0,1,3,3,4,4,2,3,3,3,4,3,4,3,2,0.0,0.0,satisfied,0.0,3.0
Male,Loyal Customer,29,Business travel,Business,813.0,5,5,5,3,3,5,3,3,2,3,3,3,2,3,21.0,12.0,satisfied,33.0,3.0
Male,Loyal Customer,42,Business travel,Business,1876.0,5,5,3,1,4,4,4,4,5,3,2,4,4,4,0.0,0.0,satisfied,0.0,3.9
Female,Loyal Customer,23,Business travel,Eco,1441.0,1,2,1,2,1,2,1,2,4,3,3,2,3,3,20.0,20.0,neutral or dissatisfied,40.0,2.3
Female,Loyal Customer,7,Business travel,Business,1193.0,5,5,5,1,4,4,4,3,4,3,5,3,3,5,12.0,23.0,satisfied,35.0,3.9
Female,Loyal Customer,28,Business travel,Business,169.0,5,5,4,4,3,4,3,2,2,3,4,3,3,3,0.0,0.0,satisfied,0.0,3.1
Male,Loyal Customer,31,Business travel,Business,1404.0,4,5,4,3,3,3,3,3,4,2,3,2,4,3,32.5,36.0,satisfied,68.5,3.1
Female,Loyal Customer,42,Personal Travel,Eco,743.0,3,3,3,4,2,3,2,2,3,1,1,4,1,2,3.0,0.0,neutral or dissatisfied,3.0,2.1
Male,Loyal Customer,41,Personal Travel,Eco,997.0,2,5,2,2,3,1,4,3,5,3,3,3,3,4,0.0,0.0,neutral or dissatisfied,0.0,3.3
Female,Loyal Customer,30,Personal Travel,Business,2644.0,3,4,3,3,5,3,4,5,4,4,3,3,4,4,14.0,18.0,satisfied,32.0,3.9
Male,disloyal Customer,41,Personal Travel,Eco,2397.0,3,3,3,1,2,3,1,1,1,1,4,4,2,0,32.0,32.0,neutral or dissatisfied,64.0,1.9
Male,Loyal Customer,53,Business travel,Eco,368.0,2,4,2,2,3,2,3,2,4,3,3,2,3,3,6.0,3.0,neutral or dissatisfied,9.0,2.8
Male,Loyal Customer,36,Personal Travel,Eco,1082.0,1,3,1,2,2,2,2,2,2,3,3,3,4,2,32.5,40.0,satisfied,72.5,2.4
Female,disloyal Customer,25,Personal Travel,Eco,253.0,1,3,1,4,3,2,3,3,4,5,2,3,3,5,4.0,5.0,satisfied,9.0,3.2
Male,Loyal Customer,33,Business travel,Eco,630.0,2,4,1,5,1,1,1,3,2,1,3,1,2,1,0.0,0.0,neutral or dissatisfied,0.0,1.7
Male,Loyal Customer,50,Business travel,Business,847.0,5,5,4,5,3,4,3,4,3,2,4,3,3,4,5.0,12.0,neutral or dissatisfied,17.0,3.4
Male,Loyal Customer,18,Business travel,Eco,464.0,3,4,2,1,3,2,1,2,2,2,3,3,1,1,10.0,18.0,neutral or dissatisfied,28.0,2.1
Female,disloyal Customer,49,Business travel,Eco,939.0,2,3,1,2,3,1,3,2,3,3,3,5,3,3,2.0,15.0,neutral or dissatisfied,17.0,3.0
Male,disloyal Customer,31,Business travel,Eco Plus,573.0,3,4,3,4,3,3,4,4,4,3,4,3,4,3,24.0,24.0,satisfied,48.0,3.5
Female,Loyal Customer,55,Business travel,Eco,1601.0,2,2,2,2,2,3,3,4,3,3,3,5,5,4,5.0,9.0,neutral or dissatisfied,14.0,3.4
Female,Loyal Customer,43,Business travel,Eco,1010.0,2,4,2,1,3,3,5,5,4,3,2,2,3,4,0.0,0.0,neutral or dissatisfied,0.0,3.3
Male,disloyal Customer,48,Business travel,Eco,293.0,3,5,3,2,2,3,3,3,2,2,1,4,3,3,3.0,13.0,neutral or dissatisfied,16.0,2.6
Male,Loyal Customer,53,Business travel,Business,61.0,5,5,3,5,3,4,4,3,4,4,4,3,4,4,6.0,6.0,satisfied,12.0,3.8
Female,Loyal Customer,55,Business travel,Eco,503.0,2,2,3,4,3,2,3,3,3,3,4,4,4,2,29.0,33.0,neutral or dissatisfied,62.0,3.1
Male,Loyal Customer,52,Business travel,Business,1118.0,3,5,3,4,4,3,4,4,5,4,3,2,5,5,11.0,0.0,satisfied,11.0,3.9
Female,Loyal Customer,25,Personal Travel,Eco,1262.0,2,2,1,2,2,2,3,3,3,1,4,2,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.6
Female,Loyal Customer,50,Personal Travel,Eco Plus,315.0,4,5,4,3,3,4,2,2,3,2,4,2,3,2,0.0,0.0,neutral or dissatisfied,0.0,2.7
Female,Loyal Customer,19,Business travel,Business,2036.0,3,4,3,3,4,3,4,3,4,2,2,5,4,4,0.0,0.0,satisfied,0.0,3.5
Male,Loyal Customer,21,Personal Travel,Eco,523.0,3,3,4,4,2,3,2,2,2,3,2,5,2,1,6.0,0.0,neutral or dissatisfied,6.0,2.4
Female,Loyal Customer,38,Personal Travel,Eco,1646.0,1,2,1,3,2,2,1,1,2,1,4,2,1,2,16.0,12.0,neutral or dissatisfied,28.0,1.7
Male,Loyal Customer,58,Personal Travel,Eco,464.0,2,4,4,2,1,3,1,1,0,1,3,4,2,0,7.0,0.0,neutral or dissatisfied,7.0,1.5
Female,disloyal Customer,37,Personal Travel,Eco,1836.0,3,4,3,4,2,3,2,2,2,2,3,3,3,3,3.0,0.0,neutral or dissatisfied,3.0,2.5
Male,disloyal Customer,27,Business travel,Eco,162.0,4,2,3,3,2,4,4,3,4,4,3,3,3,3,2.0,0.0,neutral or dissatisfied,2.0,3.3
Male,Loyal Customer,48,Business travel,Business,960.0,3,5,1,1,4,1,5,4,3,4,3,3,4,5,0.0,0.0,neutral or dissatisfied,0.0,3.8
Male,disloyal Customer,32,Personal Travel,Business,678.0,5,5,3,3,4,4,5,4,5,4,2,3,4,5,0.0,0.0,neutral or dissatisfied,0.0,4.1
Male,disloyal Customer,46,Personal Travel,Eco,1473.0,4,3,3,3,3,4,5,3,3,4,4,1,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.5
Male,Loyal Customer,41,Business travel,Business,1752.0,4,2,5,5,4,4,3,4,3,3,4,5,4,3,32.5,40.0,satisfied,72.5,3.7
Male,Loyal Customer,25,Business travel,Business,1385.0,5,5,5,3,4,5,5,4,5,4,3,5,4,5,5.0,13.0,satisfied,18.0,4.4
Male,Loyal Customer,56,Business travel,Eco,434.0,2,3,2,3,3,2,2,3,4,2,3,2,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.7
Female,Loyal Customer,14,Business travel,Business,1366.0,4,4,4,3,4,3,5,4,4,3,3,4,3,4,0.0,0.0,satisfied,0.0,3.8
Female,Loyal Customer,26,Business travel,Business,2043.0,5,4,5,2,4,5,3,3,4,2,1,4,4,4,16.0,28.0,neutral or dissatisfied,44.0,3.4
Female,disloyal Customer,49,Business travel,Business,1324.0,5,3,4,3,5,5,4,4,4,4,3,3,5,4,13.0,2.0,neutral or dissatisfied,15.0,4.1
Female,Loyal Customer,82,Business travel,Business,613.0,5,5,5,3,4,5,5,5,5,5,2,4,4,5,0.0,0.0,satisfied,0.0,4.4
Female,disloyal Customer,13,Business travel,Business,448.0,4,5,4,3,3,4,5,4,5,5,2,5,5,5,0.0,0.0,neutral or dissatisfied,0.0,4.3
Male,Loyal Customer,37,Business travel,Business,2123.0,5,5,5,3,4,5,4,4,4,3,4,3,4,4,0.0,0.0,satisfied,0.0,3.9
Female,Loyal Customer,7,Business travel,Eco,562.0,3,5,3,2,3,2,2,3,3,2,4,3,3,2,1.0,0.0,neutral or dissatisfied,1.0,2.8
Female,disloyal Customer,37,Business travel,Business,574.0,5,5,4,1,5,4,5,4,4,4,4,3,4,4,9.0,17.0,neutral or dissatisfied,26.0,4.2
Female,Loyal Customer,29,Business travel,Business,1029.0,4,4,5,2,4,4,5,5,4,5,4,3,5,4,8.0,11.0,satisfied,19.0,4.3
Male,Loyal Customer,40,Business travel,Eco Plus,1292.0,4,3,4,3,2,4,2,2,1,3,3,3,3,2,1.0,14.0,neutral or dissatisfied,15.0,2.5
Female,Loyal Customer,60,Business travel,Eco,1261.0,2,2,2,2,3,2,3,2,2,2,4,3,3,4,15.0,28.0,satisfied,43.0,2.8
Male,Loyal Customer,52,Business travel,Eco,903.0,2,3,2,3,1,2,2,2,2,1,4,4,1,2,23.0,20.0,neutral or dissatisfied,43.0,2.1
Male,Loyal Customer,34,Business travel,Eco,278.0,3,4,3,4,0,3,1,1,1,0,3,3,1,0,1.0,0.0,neutral or dissatisfied,1.0,1.3
Female,Loyal Customer,50,Personal Travel,Eco Plus,699.0,4,4,4,5,3,4,3,3,3,3,3,3,3,3,32.5,40.0,satisfied,72.5,3.1
Female,Loyal Customer,40,Business travel,Business,586.0,3,5,3,3,4,3,4,4,4,3,4,2,4,3,0.0,0.0,neutral or dissatisfied,0.0,3.5
Male,Loyal Customer,24,Business travel,Business,920.0,5,5,5,4,3,4,3,4,3,3,3,4,3,3,12.0,6.0,satisfied,18.0,3.4
Male,Loyal Customer,39,Business travel,Business,2262.0,3,5,4,3,2,3,4,3,4,3,4,3,4,3,17.0,12.0,satisfied,29.0,3.3
Female,Loyal Customer,46,Business travel,Business,876.0,3,4,5,4,4,5,4,5,4,3,2,5,4,4,0.0,0.0,satisfied,0.0,3.8
Female,Loyal Customer,85,Business travel,Eco Plus,1817.0,2,3,2,5,3,2,2,3,3,1,3,3,2,2,0.0,0.0,neutral or dissatisfied,0.0,2.4
Male,Loyal Customer,59,Business travel,Business,1406.0,3,4,3,3,3,2,4,4,4,4,4,4,5,4,0.0,0.0,satisfied,0.0,3.9
Female,Loyal Customer,50,Personal Travel,Business,2593.0,4,4,4,2,4,5,4,4,3,2,3,4,3,3,26.0,22.0,neutral or dissatisfied,48.0,3.4
Female,disloyal Customer,13,Business travel,Eco Plus,326.0,4,5,3,2,2,5,2,2,2,3,3,2,2,2,30.0,15.0,neutral or dissatisfied,45.0,2.4
Female,disloyal Customer,42,Personal Travel,Eco,2190.0,2,2,3,1,2,3,2,1,3,1,2,5,2,2,32.5,40.0,neutral or dissatisfied,72.5,2.2
Female,Loyal Customer,61,Personal Travel,Eco,229.0,3,4,4,2,2,4,2,3,2,2,4,2,1,2,25.0,30.0,satisfied,55.0,2.3
Female,Loyal Customer,48,Business travel,Business,2326.0,2,3,3,4,4,4,4,4,3,3,4,2,4,3,1.0,0.0,satisfied,1.0,3.3
Female,Loyal Customer,57,Personal Travel,Eco,1857.0,1,3,2,3,2,2,3,2,3,1,2,3,3,3,0.0,0.0,satisfied,0.0,2.3
Male,Loyal Customer,47,Business travel,Business,389.0,3,4,4,3,1,4,3,4,4,3,2,3,3,4,6.0,11.0,satisfied,17.0,3.0
Female,Loyal Customer,55,Business travel,Business,1110.0,4,4,4,5,3,3,3,3,2,2,3,3,4,4,0.0,0.0,satisfied,0.0,3.1
Male,disloyal Customer,14,Business travel,Business,208.0,3,3,3,3,5,4,5,4,5,4,3,2,5,5,22.0,34.0,neutral or dissatisfied,56.0,4.1
Male,Loyal Customer,65,Business travel,Eco,422.0,2,2,2,2,3,1,3,2,2,3,4,3,3,3,7.0,7.0,neutral or dissatisfied,14.0,2.8
Female,disloyal Customer,52,Business travel,Business,991.0,3,4,4,2,2,5,2,3,4,1,1,1,3,2,0.0,0.0,neutral or dissatisfied,0.0,2.2
Female,Loyal Customer,58,Business travel,Eco,438.0,1,4,1,3,3,1,2,3,2,3,1,4,2,2,16.0,14.0,neutral or dissatisfied,30.0,2.3
Male,Loyal Customer,42,Business travel,Business,384.0,5,5,4,4,4,5,4,4,4,3,2,2,5,4,0.0,0.0,satisfied,0.0,3.7
Male,Loyal Customer,48,Business travel,Eco,966.0,4,5,4,5,2,3,1,1,1,1,3,2,1,0,18.0,22.0,neutral or dissatisfied,40.0,1.6
Male,Loyal Customer,51,Business travel,Business,1095.0,4,4,4,4,3,3,5,5,5,3,4,4,5,5,2.0,0.0,satisfied,2.0,4.3
Male,Loyal Customer,37,Business travel,Business,63.0,3,5,4,3,3,4,3,3,3,2,3,5,3,3,16.0,15.0,neutral or dissatisfied,31.0,3.1
Male,Loyal Customer,28,Personal Travel,Business,2483.0,3,5,4,4,5,3,5,5,5,5,3,5,5,5,0.0,0.0,satisfied,0.0,4.6
Female,Loyal Customer,23,Business travel,Eco,316.0,3,4,4,1,0,3,2,1,2,2,2,3,2,2,27.0,38.0,neutral or dissatisfied,65.0,1.9
Female,disloyal Customer,38,Personal Travel,Eco,1452.0,1,4,0,3,2,2,1,2,1,1,4,4,1,1,11.0,10.0,neutral or dissatisfied,21.0,1.8
Female,Loyal Customer,27,Business travel,Eco,325.0,3,4,3,1,1,2,3,1,3,2,3,2,2,2,0.0,0.0,neutral or dissatisfied,0.0,2.2
Male,disloyal Customer,29,Business travel,Eco Plus,783.0,3,4,3,4,1,2,2,2,3,2,3,4,2,2,8.0,0.0,neutral or dissatisfied,8.0,2.4
Male,Loyal Customer,62,Business travel,Eco,834.0,2,4,2,2,3,2,3,3,3,3,2,2,4,3,32.5,40.0,neutral or dissatisfied,72.5,2.8
Female,Loyal Customer,64,Business travel,Eco,1552.0,3,4,1,2,3,2,3,4,4,3,1,3,2,4,4.0,0.0,neutral or dissatisfied,4.0,3.0
Female,Loyal Customer,35,Business travel,Business,1410.0,4,3,4,2,3,4,3,4,3,3,3,4,3,4,16.0,7.0,satisfied,23.0,3.4
Male,Loyal Customer,60,Business travel,Business,491.0,4,4,3,5,4,3,4,4,5,5,2,3,4,5,31.0,30.0,satisfied,61.0,4.0
Male,Loyal Customer,37,Personal Travel,Eco,168.0,1,3,2,1,3,2,3,3,3,2,3,5,2,4,32.5,40.0,neutral or dissatisfied,72.5,2.9
Female,Loyal Customer,34,Business travel,Business,366.0,4,4,3,3,3,4,3,4,3,4,5,2,3,4,0.0,0.0,satisfied,0.0,3.5
Male,Loyal Customer,46,Business travel,Eco,830.0,2,4,2,2,3,2,4,3,3,2,4,4,3,3,28.0,13.0,neutral or dissatisfied,41.0,3.1
Female,disloyal Customer,29,Business travel,Business,1357.0,3,5,3,3,4,3,4,3,3,4,5,3,4,3,0.0,0.0,neutral or dissatisfied,0.0,3.6
Female,Loyal Customer,35,Business travel,Business,373.0,5,5,5,4,3,5,4,4,4,4,2,5,4,5,21.0,32.0,satisfied,53.0,4.0
Male,Loyal Customer,60,Personal Travel,Eco,1312.0,4,4,3,2,2,4,2,1,1,1,5,3,3,2,0.0,0.0,satisfied,0.0,2.4
Male,Loyal Customer,45,Business travel,Business,390.0,4,5,4,4,5,4,3,3,4,4,3,3,4,4,21.0,40.0,neutral or dissatisfied,61.0,3.7
Male,Loyal Customer,46,Business travel,Business,441.0,4,5,4,5,4,3,3,3,3,4,4,2,4,4,1.0,6.0,neutral or dissatisfied,7.0,3.5
Female,Loyal Customer,37,Personal Travel,Eco Plus,765.0,2,5,5,3,3,3,4,4,4,2,4,3,2,3,0.0,0.0,neutral or dissatisfied,0.0,3.1
Female,Loyal Customer,35,Personal Travel,Eco,738.0,3,4,2,2,3,2,3,2,4,2,4,3,2,3,0.0,0.0,neutral or dissatisfied,0.0,2.9
Male,disloyal Customer,42,Personal Travel,Eco,1020.0,2,2,1,3,2,2,1,1,2,2,4,3,1,2,1.0,0.0,satisfied,1.0,2.0
Male,disloyal Customer,52,Personal Travel,Eco,600.0,3,4,3,3,2,3,2,2,2,1,3,3,2,2,32.0,17.0,neutral or dissatisfied,49.0,2.2
Female,Loyal Customer,45,Business travel,Business,108.0,5,5,4,2,3,5,4,3,3,3,2,3,4,2,1.0,0.0,satisfied,1.0,3.2
Male,disloyal Customer,49,Business travel,Eco,983.0,2,4,1,3,2,2,2,3,2,0,2,4,1,1,3.0,0.0,neutral or dissatisfied,3.0,1.9
Male,Loyal Customer,13,Business travel,Eco,1586.0,2,3,1,1,4,2,4,3,2,2,2,4,3,4,4.0,1.0,neutral or dissatisfied,5.0,3.0
Female,Loyal Customer,25,Business travel,Business,1079.0,4,2,3,5,4,4,4,4,3,3,2,4,5,3,0.0,0.0,satisfied,0.0,3.6
Male,Loyal Customer,31,Personal Travel,Eco,1125.0,2,3,2,3,2,1,2,1,1,1,4,4,1,1,0.0,0.0,neutral or dissatisfied,0.0,1.9
Female,disloyal Customer,47,Business travel,Eco,590.0,1,3,1,3,3,2,3,2,2,3,3,2,2,2,10.0,8.0,neutral or dissatisfied,18.0,2.3
Male,Loyal Customer,45,Business travel,Business,462.0,4,4,4,3,2,4,4,5,4,3,3,2,4,4,25.0,8.0,satisfied,33.0,3.5
Female,Loyal Customer,50,Personal Travel,Eco,518.0,2,4,2,1,3,1,1,2,3,1,4,1,1,3,14.0,24.0,neutral or dissatisfied,38.0,2.1
