id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
14305,Male,disloyal Customer,28,Personal Travel,Eco,815,4,5,5,3,3,5,1,2,1,2,2,2,2,2,26,32.0,neutral or dissatisfied
14306,Female,Loyal Customer,45,Personal Travel,Eco,601,2,4,3,2,3,2,4,3,4,4,2,3,3,4,0,0.0,satisfied
14307,Female,Loyal Customer,33,Business travel,Business,45,4,5,4,4,5,4,4,5,4,2,2,2,4,5,3,5.0,satisfied
14308,Female,disloyal Customer,39,Business travel,Eco,297,4,5,5,3,3,4,3,3,2,2,1,3,2,2,10,16.0,neutral or dissatisfied
14309,Female,Loyal Customer,33,Personal Travel,Business,644,4,5,4,2,4,4,5,5,4,4,3,4,5,5,8,19.0,neutral or dissatisfied
14310,Female,Loyal Customer,38,Business travel,Eco Plus,1406,3,5,2,2,3,3,3,3,3,3,3,4,4,3,6,7.0,neutral or dissatisfied
14311,Male,Loyal Customer,23,Business travel,Eco,1138,1,1,1,4,2,1,2,2,2,2,3,3,2,2,10,5.0,neutral or dissatisfied
14312,Female,Loyal Customer,10,Business travel,Business,408,3,3,3,1,3,3,4,4,4,3,4,4,3,4,0,0.0,satisfied
14313,Male,Loyal Customer,80,Business travel,Eco,2212,2,2,3,2,1,3,3,2,3,1,3,3,2,2,9,12.0,neutral or dissatisfied
14314,Male,Loyal Customer,41,Business travel,Business,333,5,5,5,4,3,5,3,3,3,4,4,5,4,3,1,0.0,neutral or dissatisfied
14315,Male,disloyal Customer,84,Business travel,Business,1259,3,4,4,3,3,4,5,4,5,3,2,4,4,5,23,11.0,neutral or dissatisfied
14316,Female,Loyal Customer,39,Business travel,Business,605,3,4,4,4,3,5,5,5,5,4,3,4,5,5,35,31.0,neutral or dissatisfied
14317,Female,Loyal Customer,40,Personal Travel,Eco,162,3,5,3,4,2,3,2,2,1,1,4,4,1,2,6,0.0,neutral or dissatisfied
14318,Female,Loyal Customer,36,Business travel,Eco Plus,2551,1,4,1,2,2,2,2,1,1,1,2,5,3,1,0,0.0,neutral or dissatisfied
14319,Male,Loyal Customer,48,Business travel,Business,1403,5,5,5,3,5,5,5,5,5,4,2,3,5,4,2,4.0,satisfied
14320,Male,Loyal Customer,41,Business travel,Business,719,5,4,5,3,4,5,4,4,4,3,4,3,4,5,6,0.0,satisfied
14321,Female,Loyal Customer,20,Business travel,Business,525,3,4,3,2,5,3,5,4,5,3,4,5,4,4,3,0.0,neutral or dissatisfied
14322,Female,Loyal Customer,24,Personal Travel,Eco Plus,1961,2,4,3,2,2,3,3,3,2,2,3,2,2,3,0,,satisfied
14323,Male,disloyal Customer,22,Business travel,Business,380,5,5,5,2,4,4,5,5,5,5,3,4,5,5,10,19.0,neutral or dissatisfied
14324,Female,Loyal Customer,42,Business travel,Business,313,5,5,5,3,3,5,4,5,3,3,3,5,4,4,0,0.0,satisfied
14325,Male,Loyal Customer,42,Business travel,Business,1423,5,5,5,2,4,4,5,4,4,4,0,5,5,5,41,55.0,satisfied
14326,Male,Loyal Customer,41,Personal Travel,Eco,2329,3,4,3,2,2,2,2,3,4,3,3,4,3,3,15,15.0,neutral or dissatisfied
14327,Male,Loyal Customer,29,Personal Travel,Eco,1074,2,3,3,4,1,3,1,1,1,2,2,4,1,1,23,31.0,neutral or dissatisfied
14328,Female,Loyal Customer,22,Business travel,Business,789,2,3,3,3,2,3,3,3,2,3,4,3,2,3,0,0.0,neutral or dissatisfied
14329,Male,disloyal Customer,57,Personal Travel,Eco,1093,1,4,2,2,3,2,2,1,1,2,4,4,2,2,7,0.0,neutral or dissatisfied
14330,Female,Loyal Customer,43,Personal Travel,Eco,90,2,2,2,3,2,2,3,2,3,3,3,4,3,2,5,12.0,neutral or dissatisfied
14331,Female,Loyal Customer,48,Personal Travel,Eco,175,3,5,3,3,2,2,2,3,3,3,2,3,1,2,0,0.0,satisfied
14332,Male,Loyal Customer,54,Personal Travel,Business,2028,4,5,4,2,4,3,5,5,4,4,2,2,4,5,0,0.0,neutral or dissatisfied
14333,Female,Loyal Customer,9,Personal Travel,Eco,1266,2,4,1,2,2,3,2,2,1,1,4,3,2,1,2,0.0,neutral or dissatisfied
14334,Male,Loyal Customer,41,Business travel,Business,667,4,4,4,3,2,4,3,3,4,2,4,4,4,3,42,44.0,neutral or dissatisfied
14335,Male,Loyal Customer,57,Business travel,Eco Plus,545,3,4,4,5,1,3,3,2,3,1,4,3,2,2,0,0.0,neutral or dissatisfied
14336,Male,Loyal Customer,21,Personal Travel,Business,798,5,5,5,3,5,4,5,5,5,4,5,3,5,5,26,30.0,satisfied
14337,Male,Loyal Customer,23,Personal Travel,Eco,779,3,5,2,4,3,3,3,3,3,3,3,3,4,3,0,0.0,satisfied
14338,Male,disloyal Customer,22,Business travel,Eco,1866,2,3,2,1,1,2,1,2,1,1,4,2,2,2,0,0.0,neutral or dissatisfied
14339,Male,Loyal Customer,17,Business travel,Business,783,4,5,5,2,4,5,4,4,5,3,3,3,5,5,0,0.0,satisfied
14340,Male,Loyal Customer,48,Business travel,Business,717,3,4,4,2,2,4,3,3,4,4,3,2,3,4,7,9.0,satisfied
14341,Male,Loyal Customer,42,Business travel,Business,59,3,3,3,3,2,4,4,3,2,4,3,3,2,3,27,31.0,neutral or dissatisfied
14342,Male,Loyal Customer,21,Business travel,Eco,452,3,3,4,3,2,1,2,2,4,2,2,4,2,2,0,0.0,neutral or dissatisfied
14343,Male,Loyal Customer,12,Business travel,Business,2222,4,4,3,1,3,4,5,4,4,3,3,4,4,3,0,0.0,satisfied
14344,Male,Loyal Customer,27,Personal Travel,Eco,289,1,3,2,4,3,1,3,3,2,2,2,2,3,2,20,20.0,neutral or dissatisfied
14345,Female,Loyal Customer,56,Business travel,Business,295,5,5,5,2,3,4,4,5,4,3,2,4,3,4,13,20.0,satisfied
14346,Male,Loyal Customer,22,Business travel,Business,399,5,4,5,3,4,4,5,5,4,4,3,3,5,5,1,0.0,satisfied
14347,Female,Loyal Customer,13,Business travel,Eco,2935,2,2,2,5,3,1,3,3,2,4,4,4,3,3,15,1.0,neutral or dissatisfied
14348,Male,disloyal Customer,37,Personal Travel,Eco,225,3,4,3,3,3,3,1,2,1,2,3,4,3,2,7,15.0,neutral or dissatisfied
14349,Male,disloyal Customer,21,Business travel,Business,186,4,5,4,2,4,4,4,4,4,4,3,5,4,4,1,9.0,satisfied
14350,Female,disloyal Customer,64,Business travel,Eco,874,3,2,2,3,2,2,2,3,2,3,4,2,3,3,7,0.0,neutral or dissatisfied
14351,Female,Loyal Customer,41,Personal Travel,Eco,366,2,3,2,3,2,3,1,1,3,2,4,3,2,3,0,0.0,satisfied
14352,Female,Loyal Customer,33,Personal Travel,Eco,687,1,5,2,3,3,2,2,3,2,3,3,2,3,3,0,0.0,satisfied
14353,Male,Loyal Customer,33,Business travel,Business,292,4,5,5,3,5,5,5,5,5,4,5,2,5,5,0,0.0,satisfied
14354,Female,Loyal Customer,30,Business travel,Business,972,3,2,3,4,3,2,3,3,2,2,5,5,3,2,31,,neutral or dissatisfied
14355,Female,disloyal Customer,31,Personal Travel,Eco,953,1,4,1,1,3,2,3,3,3,2,3,4,2,3,1,1.0,neutral or dissatisfied
14356,Female,Loyal Customer,75,Business travel,Business,81,2,5,3,5,4,3,5,4,3,4,5,4,4,5,44,43.0,satisfied
14357,Male,Loyal Customer,53,Business travel,Business,292,5,5,4,3,5,4,4,4,4,5,2,2,5,4,0,0.0,satisfied
14358,Male,disloyal Customer,35,Personal Travel,Eco,2167,3,2,3,4,2,3,2,2,2,2,3,2,3,3,8,23.0,neutral or dissatisfied
14359,Male,Loyal Customer,42,Personal Travel,Eco,2433,2,3,1,3,3,2,2,3,3,2,4,4,3,3,27,34.0,neutral or dissatisfied
14360,Female,Loyal Customer,27,Business travel,Business,1093,3,5,5,2,5,5,4,5,5,5,3,2,5,5,11,2.0,satisfied
14361,Female,Loyal Customer,53,Personal Travel,Eco,894,1,2,1,3,3,0,3,3,2,2,4,4,2,3,0,0.0,neutral or dissatisfied
14362,Female,Loyal Customer,7,Business travel,Eco,1715,1,3,2,2,3,2,2,2,2,2,3,4,2,2,7,13.0,neutral or dissatisfied
14363,Female,disloyal Customer,29,Personal Travel,Eco,1143,3,2,2,4,3,3,2,1,1,2,1,3,1,2,20,14.0,neutral or dissatisfied
14364,Female,Loyal Customer,22,Business travel,Business,1152,4,5,4,3,4,4,4,3,4,3,3,2,3,3,3,10.0,satisfied
14365,Male,Loyal Customer,51,Business travel,Business,1667,4,4,5,3,4,3,5,5,5,4,3,3,4,5,20,0.0,satisfied
14366,Male,Loyal Customer,37,Personal Travel,Business,2416,3,3,2,3,3,3,4,3,3,3,5,3,4,4,6,0.0,satisfied
14367,Male,disloyal Customer,11,Personal Travel,Eco,943,2,4,3,2,4,3,4,3,2,4,1,4,4,4,2,0.0,neutral or dissatisfied
14368,Male,disloyal Customer,35,Business travel,Business,537,5,4,5,4,5,5,4,5,3,3,1,3,4,4,8,21.0,satisfied
14369,Female,disloyal Customer,37,Personal Travel,Eco,392,1,2,1,3,2,2,0,1,1,1,5,2,1,1,4,0.0,neutral or dissatisfied
14370,Male,disloyal Customer,59,Personal Travel,Eco Plus,857,4,3,3,3,3,3,4,5,4,4,2,4,4,3,0,0.0,neutral or dissatisfied
14371,Female,Loyal Customer,41,Business travel,Eco,382,1,2,1,3,2,1,3,4,3,2,5,3,2,3,0,0.0,satisfied
14372,Male,Loyal Customer,36,Business travel,Business,319,5,4,5,3,4,5,4,3,4,3,3,4,4,4,10,4.0,satisfied
14373,Female,disloyal Customer,37,Business travel,Eco,1018,1,3,1,5,2,2,3,3,3,3,1,2,3,2,0,0.0,neutral or dissatisfied
14374,Female,Loyal Customer,7,Personal Travel,Eco,756,3,3,3,5,3,3,3,3,3,2,3,1,3,3,13,16.0,neutral or dissatisfied
14375,Male,Loyal Customer,24,Business travel,Business,206,5,5,5,3,3,5,5,5,5,5,4,3,4,5,8,17.0,satisfied
14376,Female,Loyal Customer,7,Business travel,Business,2871,4,5,4,2,4,4,4,4,4,5,3,3,5,4,7,13.0,neutral or dissatisfied
14377,Male,Loyal Customer,67,Business travel,Eco,1185,3,2,2,3,3,2,3,4,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
14378,Male,Loyal Customer,29,Business travel,Eco,896,2,2,3,3,1,2,2,2,2,2,3,2,3,4,5,6.0,neutral or dissatisfied
14379,Female,disloyal Customer,46,Business travel,Eco,478,3,4,3,4,4,3,3,4,3,3,5,3,3,4,0,0.0,neutral or dissatisfied
14380,Male,Loyal Customer,21,Business travel,Business,1547,3,4,3,3,2,4,4,3,4,2,4,4,3,3,0,0.0,satisfied
14381,Female,Loyal Customer,31,Business travel,Eco,233,1,2,0,2,4,1,3,3,2,4,2,3,3,3,0,0.0,satisfied
14382,Male,Loyal Customer,31,Personal Travel,Eco,1202,3,2,3,4,1,3,0,0,0,1,3,5,1,1,0,0.0,neutral or dissatisfied
14383,Male,Loyal Customer,44,Business travel,Business,514,4,5,5,3,4,5,4,3,3,4,3,4,4,3,0,0.0,satisfied
14384,Male,Loyal Customer,34,Business travel,Eco Plus,540,3,4,2,2,4,2,4,3,4,2,4,4,4,3,9,28.0,satisfied
14385,Female,Loyal Customer,26,Business travel,Business,768,4,3,5,3,3,4,5,4,4,4,2,4,5,5,2,0.0,neutral or dissatisfied
14386,Female,Loyal Customer,7,Personal Travel,Eco,2387,2,5,1,1,3,2,2,3,3,1,3,1,3,3,24,24.0,neutral or dissatisfied
14387,Female,Loyal Customer,70,Business travel,Business,537,4,5,3,3,2,4,3,3,3,3,3,4,3,4,16,31.0,satisfied
14388,Male,Loyal Customer,28,Business travel,Eco,1642,3,4,3,4,1,2,1,2,1,1,3,5,2,3,14,22.0,satisfied
14389,Male,Loyal Customer,30,Personal Travel,Eco,951,2,3,2,3,2,2,1,2,3,1,4,3,2,2,20,22.0,neutral or dissatisfied
14390,Male,Loyal Customer,27,Business travel,Eco,426,2,3,2,4,2,2,1,0,2,1,2,3,2,1,27,15.0,satisfied
14391,Male,Loyal Customer,57,Business travel,Eco Plus,746,2,2,1,2,4,0,4,3,3,3,4,2,3,4,32,40.0,neutral or dissatisfied
14392,Female,Loyal Customer,26,Business travel,Business,1199,4,5,4,4,5,5,4,4,5,4,4,4,5,4,0,0.0,satisfied
14393,Male,Loyal Customer,29,Personal Travel,Eco,701,2,3,3,2,3,2,1,1,2,2,1,2,1,1,19,17.0,neutral or dissatisfied
14394,Male,disloyal Customer,39,Business travel,Business,675,4,4,4,3,4,5,4,5,5,4,5,3,5,4,0,0.0,neutral or dissatisfied
14395,Female,Loyal Customer,54,Personal Travel,Business,1332,4,5,4,2,4,5,4,4,5,4,2,3,4,4,3,4.0,satisfied
14396,Female,Loyal Customer,36,Personal Travel,Eco,331,3,5,4,1,3,3,3,2,2,2,1,2,2,3,32,36.0,satisfied
14397,Male,Loyal Customer,37,Personal Travel,Eco Plus,561,3,2,2,2,2,3,3,3,2,2,3,5,3,3,2,0.0,neutral or dissatisfied
14398,Female,Loyal Customer,34,Business travel,Eco,730,2,3,2,2,1,2,1,1,2,2,4,2,2,1,0,0.0,neutral or dissatisfied
14399,Male,Loyal Customer,29,Personal Travel,Eco,915,3,1,1,2,2,2,3,1,3,3,4,4,1,2,19,0.0,neutral or dissatisfied
14400,Male,Loyal Customer,64,Business travel,Business,170,4,4,5,4,5,4,5,5,5,4,4,3,5,5,2,0.0,satisfied
14401,Female,Loyal Customer,24,Business travel,Eco,734,0,3,0,5,3,1,2,3,2,3,1,2,3,3,2,0.0,neutral or dissatisfied
14402,Female,Loyal Customer,42,Business travel,Business,1659,5,5,5,3,4,5,4,3,3,3,5,3,3,3,1,1.0,satisfied
14403,Female,disloyal Customer,28,Business travel,Eco Plus,811,4,5,4,3,3,3,4,4,4,4,2,2,4,4,2,9.0,neutral or dissatisfied
14404,Female,Loyal Customer,45,Personal Travel,Eco Plus,679,2,4,2,2,4,3,4,4,4,5,4,5,5,5,0,0.0,neutral or dissatisfied
14405,Male,disloyal Customer,35,Personal Travel,Eco Plus,937,2,4,3,3,4,2,3,4,4,3,3,2,4,4,34,28.0,neutral or dissatisfied
14406,Female,disloyal Customer,40,Personal Travel,Eco,497,1,3,1,3,3,2,2,2,2,2,4,4,3,3,18,8.0,neutral or dissatisfied
14407,Female,Loyal Customer,38,Personal Travel,Eco,1741,2,4,2,3,0,2,1,1,1,0,3,3,1,1,1,4.0,satisfied
14408,Male,Loyal Customer,20,Business travel,Business,1805,4,5,4,3,5,4,4,4,4,5,2,2,4,5,0,0.0,satisfied
14409,Female,Loyal Customer,35,Personal Travel,Eco,1240,2,4,3,4,3,2,1,2,1,1,3,4,2,0,15,17.0,neutral or dissatisfied
14410,Female,Loyal Customer,9,Business travel,Business,61,4,5,5,1,3,5,5,4,4,2,2,2,5,5,0,0.0,neutral or dissatisfied
14411,Female,Loyal Customer,40,Business travel,Business,684,5,4,5,3,2,5,2,2,3,3,3,2,3,2,0,0.0,satisfied
14412,Female,Loyal Customer,29,Business travel,Eco,554,2,4,2,4,2,3,3,4,2,3,4,4,3,4,3,9.0,neutral or dissatisfied
14413,Male,Loyal Customer,33,Personal Travel,Eco,1259,0,2,1,2,2,1,1,1,2,0,4,4,0,1,0,0.0,neutral or dissatisfied
14414,Male,Loyal Customer,37,Personal Travel,Eco Plus,3988,3,5,3,2,2,3,3,3,3,3,5,3,2,3,2,2.0,neutral or dissatisfied
14415,Female,Loyal Customer,38,Personal Travel,Eco,948,1,4,2,3,3,3,4,4,4,3,3,1,2,4,13,14.0,neutral or dissatisfied
14416,Female,Loyal Customer,7,Personal Travel,Eco Plus,3317,3,5,4,3,3,5,2,3,3,3,5,2,1,2,27,31.0,neutral or dissatisfied
14417,Male,disloyal Customer,31,Business travel,Eco,284,2,2,1,2,1,2,2,2,2,1,3,5,2,2,38,47.0,neutral or dissatisfied
14418,Male,Loyal Customer,40,Business travel,Eco,1103,2,3,2,2,2,3,3,2,1,3,5,4,3,3,17,39.0,neutral or dissatisfied
14419,Male,Loyal Customer,60,Business travel,Business,588,3,3,4,3,4,4,4,5,2,3,4,4,4,3,0,0.0,satisfied
14420,Male,Loyal Customer,75,Business travel,Business,807,3,5,2,2,5,3,5,5,4,3,3,3,4,5,33,28.0,satisfied
14421,Female,disloyal Customer,66,Business travel,Eco,899,0,2,1,3,3,0,2,3,0,2,3,3,3,1,24,21.0,neutral or dissatisfied
14422,Male,Loyal Customer,25,Business travel,Business,950,5,4,4,1,4,5,5,5,4,4,0,4,5,5,1,11.0,neutral or dissatisfied
14423,Male,Loyal Customer,45,Business travel,Business,1751,2,5,3,4,3,2,4,5,5,3,4,3,4,4,7,11.0,satisfied
14424,Male,disloyal Customer,53,Personal Travel,Eco,2393,3,2,2,4,2,2,3,2,2,2,4,3,3,3,18,9.0,neutral or dissatisfied
14425,Male,Loyal Customer,47,Business travel,Business,769,5,5,5,4,3,5,4,4,4,3,3,4,5,5,0,0.0,satisfied
14426,Female,Loyal Customer,36,Business travel,Business,463,4,5,3,4,4,3,5,5,4,4,2,3,5,4,2,11.0,satisfied
14427,Male,Loyal Customer,41,Business travel,Business,898,5,4,5,3,3,5,4,4,3,5,3,4,4,3,23,14.0,neutral or dissatisfied
14428,Female,Loyal Customer,43,Business travel,Business,422,4,5,4,3,4,3,5,5,4,4,3,1,4,5,23,32.0,satisfied
14429,Female,Loyal Customer,28,Personal Travel,Eco Plus,397,1,2,2,3,2,2,3,3,2,2,5,2,1,3,10,8.0,neutral or dissatisfied
14430,Male,Loyal Customer,41,Business travel,Business,530,5,5,4,4,5,3,5,5,4,4,0,3,4,5,36,26.0,satisfied
14431,Female,Loyal Customer,19,Personal Travel,Eco,1365,2,4,3,4,1,3,2,1,2,1,2,4,2,1,0,0.0,neutral or dissatisfied
14432,Male,Loyal Customer,73,Business travel,Business,1279,5,5,5,2,5,5,5,5,5,4,2,3,5,5,1,7.0,satisfied
14433,Female,Loyal Customer,32,Business travel,Eco,1261,3,3,2,3,3,3,4,4,4,3,3,3,4,5,4,4.0,neutral or dissatisfied
14434,Male,disloyal Customer,46,Personal Travel,Eco,688,4,5,5,5,3,5,4,4,4,3,3,3,4,3,1,8.0,neutral or dissatisfied
14435,Male,Loyal Customer,42,Personal Travel,Eco,1719,2,3,2,3,0,2,1,2,1,1,4,3,2,0,1,34.0,neutral or dissatisfied
14436,Female,Loyal Customer,40,Business travel,Business,540,4,4,4,4,4,3,4,4,4,5,3,2,4,4,24,46.0,satisfied
14437,Male,Loyal Customer,48,Business travel,Business,341,4,3,5,3,3,4,4,4,4,3,5,4,5,3,25,14.0,satisfied
14438,Female,Loyal Customer,55,Business travel,Eco,391,1,3,1,3,3,1,3,3,3,3,2,3,3,4,0,0.0,neutral or dissatisfied
14439,Female,Loyal Customer,40,Business travel,Business,1392,4,5,4,4,4,5,4,3,3,2,4,3,2,3,3,0.0,satisfied
14440,Female,Loyal Customer,51,Business travel,Eco Plus,522,2,3,1,4,3,1,3,3,2,3,4,1,3,3,0,0.0,neutral or dissatisfied
14441,Male,Loyal Customer,46,Business travel,Business,875,4,5,3,3,4,4,3,4,4,2,3,2,4,4,15,20.0,satisfied
14442,Female,Loyal Customer,19,Personal Travel,Eco Plus,1748,2,2,2,3,2,3,3,2,3,2,4,3,4,3,0,0.0,satisfied
14443,Female,Loyal Customer,39,Business travel,Eco,194,2,4,1,3,2,1,2,2,2,2,4,4,2,2,33,58.0,neutral or dissatisfied
14444,Female,Loyal Customer,35,Personal Travel,Eco,1995,2,4,3,4,2,3,2,2,3,3,3,4,2,3,0,0.0,neutral or dissatisfied
14445,Male,Loyal Customer,48,Business travel,Business,175,5,3,5,4,3,4,3,5,4,4,3,3,4,4,0,0.0,neutral or dissatisfied
14446,Female,Loyal Customer,49,Business travel,Business,1275,4,5,5,2,2,5,3,4,2,2,2,1,4,3,33,30.0,satisfied
14447,Female,Loyal Customer,41,Personal Travel,Eco,153,2,5,2,3,3,2,2,3,4,2,4,1,3,4,21,32.0,neutral or dissatisfied
14448,Male,Loyal Customer,45,Business travel,Eco,1586,2,3,2,5,2,3,1,1,1,1,1,5,2,0,1,0.0,neutral or dissatisfied
14449,Male,Loyal Customer,41,Business travel,Eco Plus,939,3,4,3,4,4,3,2,4,4,2,3,4,3,3,5,0.0,satisfied
14450,Female,Loyal Customer,30,Business travel,Eco,737,3,2,2,3,2,3,3,1,2,2,5,3,3,2,0,0.0,neutral or dissatisfied
14451,Female,Loyal Customer,58,Business travel,Eco,1716,1,4,2,4,2,2,3,2,2,2,4,2,3,3,17,24.0,neutral or dissatisfied
14452,Male,disloyal Customer,48,Business travel,Business,551,4,5,5,3,4,5,4,4,5,4,4,4,5,5,0,0.0,satisfied
14453,Male,Loyal Customer,68,Business travel,Eco Plus,1078,4,3,4,2,0,3,2,1,1,1,5,4,2,1,1,13.0,satisfied
14454,Female,Loyal Customer,37,Business travel,Business,307,3,2,3,4,5,4,4,4,4,3,3,4,4,4,2,4.0,satisfied
14455,Male,Loyal Customer,31,Business travel,Eco,1500,3,5,3,1,2,3,2,2,2,3,3,4,2,2,0,0.0,neutral or dissatisfied
14456,Male,Loyal Customer,8,Business travel,Eco Plus,140,4,4,4,4,3,5,2,1,3,2,3,3,3,3,3,0.0,satisfied
14457,Female,Loyal Customer,74,Business travel,Business,1195,4,4,5,2,4,5,4,5,4,4,4,3,5,5,20,29.0,satisfied
14458,Male,Loyal Customer,47,Business travel,Business,298,4,5,5,3,4,5,4,4,4,4,3,2,5,5,0,0.0,satisfied
14459,Male,Loyal Customer,51,Business travel,Eco,1002,1,3,2,2,1,2,3,2,3,1,2,3,1,2,0,0.0,neutral or dissatisfied
14460,Male,Loyal Customer,65,Business travel,Business,989,3,5,3,3,4,3,3,4,2,3,5,4,4,4,2,9.0,satisfied
14461,Female,Loyal Customer,42,Business travel,Eco,2383,2,3,3,4,1,3,0,1,1,1,3,2,1,0,8,6.0,neutral or dissatisfied
14462,Male,Loyal Customer,29,Personal Travel,Eco Plus,489,4,3,4,3,3,4,4,3,3,3,5,3,3,4,0,0.0,neutral or dissatisfied
14463,Female,Loyal Customer,53,Personal Travel,Business,705,5,5,5,4,3,4,4,3,4,3,3,3,4,4,4,0.0,satisfied
14464,Male,Loyal Customer,36,Personal Travel,Eco,788,2,3,3,4,5,3,3,3,3,4,3,1,4,3,32,45.0,neutral or dissatisfied
14465,Female,Loyal Customer,12,Personal Travel,Eco,244,2,3,3,2,4,3,2,3,3,3,2,2,3,3,7,11.0,neutral or dissatisfied
14466,Male,Loyal Customer,63,Business travel,Business,1079,4,5,4,1,3,4,4,5,4,4,4,2,5,4,0,0.0,satisfied
14467,Male,Loyal Customer,23,Business travel,Business,1817,4,4,5,2,3,5,4,4,4,4,3,1,3,4,0,0.0,satisfied
14468,Male,Loyal Customer,29,Personal Travel,Business,1725,5,4,5,2,4,4,2,4,3,3,3,2,2,3,5,0.0,satisfied
14469,Male,Loyal Customer,51,Personal Travel,Eco,713,1,3,1,4,2,2,2,2,2,3,3,3,2,2,1,0.0,neutral or dissatisfied
14470,Male,disloyal Customer,10,Business travel,Business,307,4,4,4,2,3,5,4,4,4,4,3,2,3,3,0,0.0,satisfied
14471,Male,Loyal Customer,41,Business travel,Business,1643,5,5,5,3,3,5,4,4,3,3,3,3,5,4,8,2.0,satisfied
14472,Male,Loyal Customer,44,Business travel,Business,982,5,5,4,2,4,5,4,5,5,4,4,3,5,5,1,16.0,satisfied
14473,Male,Loyal Customer,56,Business travel,Eco,1407,0,4,0,3,4,1,4,4,5,3,2,3,3,5,1,0.0,neutral or dissatisfied
14474,Female,Loyal Customer,49,Business travel,Business,437,2,3,2,4,3,2,3,3,4,4,3,2,4,3,8,3.0,satisfied
14475,Female,Loyal Customer,51,Business travel,Eco,1288,1,4,1,4,1,2,1,1,2,0,3,2,1,1,1,0.0,neutral or dissatisfied
14476,Male,Loyal Customer,53,Business travel,Eco,346,2,5,4,4,2,3,2,2,2,1,3,2,2,2,25,27.0,neutral or dissatisfied
14477,Male,Loyal Customer,62,Personal Travel,Eco Plus,1683,5,5,5,2,2,5,3,3,4,2,2,3,4,2,0,0.0,neutral or dissatisfied
14478,Female,disloyal Customer,33,Personal Travel,Eco,1423,2,2,1,3,2,1,3,3,2,2,4,2,3,3,0,0.0,neutral or dissatisfied
14479,Male,Loyal Customer,25,Personal Travel,Eco,115,3,3,3,3,3,3,3,4,2,3,2,3,4,4,0,0.0,satisfied
14480,Female,Loyal Customer,26,Business travel,Business,163,2,4,2,2,3,3,2,3,3,1,5,4,3,3,8,0.0,neutral or dissatisfied
14481,Male,Loyal Customer,49,Business travel,Eco,401,2,4,2,3,3,1,3,2,3,2,3,4,3,3,0,0.0,satisfied
14482,Male,Loyal Customer,35,Business travel,Eco,972,2,4,3,2,4,2,4,3,4,4,4,4,3,4,21,17.0,neutral or dissatisfied
14483,Female,disloyal Customer,31,Business travel,Eco,3598,2,2,4,2,3,3,3,3,3,3,4,2,3,2,2,4.0,neutral or dissatisfied
14484,Male,Loyal Customer,56,Personal Travel,Eco,459,2,5,2,2,4,1,1,0,2,1,3,3,1,1,4,11.0,neutral or dissatisfied
14485,Male,Loyal Customer,48,Business travel,Business,1097,4,4,5,3,3,5,4,3,3,3,3,3,3,2,16,25.0,satisfied
14486,Female,Loyal Customer,63,Business travel,Eco,701,2,3,2,3,3,1,2,2,2,1,4,1,2,2,51,37.0,neutral or dissatisfied
14487,Female,Loyal Customer,44,Business travel,Business,1306,3,4,3,3,4,2,4,5,4,3,4,4,5,5,10,9.0,satisfied
14488,Female,Loyal Customer,48,Business travel,Eco,902,3,4,3,2,2,3,2,2,2,2,3,3,4,3,23,10.0,satisfied
14489,Female,Loyal Customer,34,Business travel,Business,927,4,5,4,3,3,5,5,4,4,4,3,3,4,4,2,0.0,satisfied
14490,Male,Loyal Customer,8,Business travel,Eco,1453,1,3,0,2,1,1,2,1,1,1,1,2,1,2,0,0.0,neutral or dissatisfied
14491,Male,Loyal Customer,32,Business travel,Business,1111,5,5,5,2,4,4,5,5,5,5,4,3,4,5,1,6.0,satisfied
14492,Female,Loyal Customer,29,Business travel,Business,293,5,5,5,3,3,5,3,2,3,2,4,5,3,3,14,15.0,satisfied
14493,Male,disloyal Customer,20,Business travel,Business,498,3,4,4,4,3,4,3,3,4,3,2,3,4,3,1,12.0,neutral or dissatisfied
14494,Male,disloyal Customer,42,Business travel,Business,653,3,4,2,4,2,3,3,3,5,3,4,3,4,3,2,15.0,satisfied
14495,Female,Loyal Customer,54,Personal Travel,Eco Plus,1272,1,4,2,4,3,2,3,3,3,3,3,3,3,3,7,8.0,satisfied
14496,Female,Loyal Customer,33,Business travel,Eco,429,5,5,5,3,1,4,2,1,3,1,4,3,2,2,50,40.0,neutral or dissatisfied
14497,Female,disloyal Customer,46,Business travel,Eco,847,3,4,3,4,3,4,3,4,4,3,3,4,2,3,25,41.0,neutral or dissatisfied
14498,Female,Loyal Customer,31,Business travel,Eco Plus,2367,1,4,2,3,3,2,1,2,2,3,3,4,1,2,55,40.0,neutral or dissatisfied
14499,Female,Loyal Customer,38,Business travel,Business,963,4,4,4,0,4,4,4,5,3,3,3,3,3,4,7,0.0,satisfied
14500,Male,disloyal Customer,31,Business travel,Business,610,4,5,4,2,3,5,2,3,3,2,3,4,4,3,1,0.0,neutral or dissatisfied
