Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Total_Delay,Overall_Service_Score,Class_encoded,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel
34,0.9489216799091941,4,5,2,3,3,3,2,4,3,2,4,3,4,3,0.5384615384615384,-0.0625,neutral or dissatisfied,10.0,3.2,0.0,1.0,0.0,0.0
28,1.4767309875141885,1,3,1,2,4,2,5,5,5,4,3,3,3,5,0.6153846153846154,0.3125,neutral or dissatisfied,17.0,3.8,0.0,0.0,0.0,1.0
46,0.6174801362088536,2,4,2,4,2,3,3,2,3,3,4,3,3,2,-0.23076923076923078,-0.0625,satisfied,0.0,2.7,0.0,1.0,0.0,1.0
56,-0.27128263337116915,1,3,1,4,4,2,3,3,3,3,5,2,2,3,2.269230769230769,2.4375,satisfied,72.5,2.9,0.0,1.0,0.0,1.0
23,-0.5402951191827469,3,3,3,2,1,2,1,2,0,0,4,4,2,0,1.0,1.0625,satisfied,34.0,1.7,0.0,0.0,0.0,0.0
20,-0.6038592508513053,3,3,4,4,4,3,4,4,4,3,4,3,5,4,2.0,2.4375,satisfied,69.0,3.8,2.0,0.0,0.0,0.0
53,0.6333711691259932,4,4,4,2,1,4,5,4,3,3,2,3,3,4,1.0,0.25,satisfied,21.0,3.2,2.0,1.0,0.0,0.0
35,-0.4982973893303065,3,3,3,4,2,5,2,2,1,1,4,4,2,0,0.7692307692307693,0.0625,neutral or dissatisfied,15.0,2.1,0.0,1.0,0.0,0.0
52,0.21452894438138478,4,5,5,2,4,4,5,4,4,3,5,5,4,4,0.0,-0.0625,satisfied,3.0,4.2,2.0,1.0,0.0,0.0
28,-0.12145289443813848,1,3,1,3,3,2,3,3,3,3,2,4,4,4,-0.15384615384615385,-0.0625,satisfied,1.0,3.0,0.0,1.0,0.0,1.0
30,0.8490351872871736,3,3,3,3,3,4,3,3,3,3,3,3,2,3,1.7692307692307692,1.0625,neutral or dissatisfied,44.0,2.9,0.0,0.0,0.0,0.0
55,1.41316685584563,2,3,3,1,2,2,1,0,1,2,2,4,1,2,1.4615384615384615,1.375,neutral or dissatisfied,45.0,1.7,0.0,1.0,0.0,0.0
52,0.9920544835414302,4,4,4,2,2,5,3,2,3,2,5,4,4,4,-0.07692307692307693,0.9375,satisfied,18.0,3.3,2.0,1.0,0.0,0.0
61,2.093643586833144,3,3,4,3,2,3,2,2,3,3,3,3,2,3,-0.15384615384615385,-0.0625,neutral or dissatisfied,1.0,2.6,0.0,0.0,0.0,0.0
37,-0.8626560726447219,2,3,3,3,3,2,2,1,1,2,3,3,2,2,0.3076923076923077,0.5625,neutral or dissatisfied,17.0,2.1,0.0,1.0,0.0,0.0
59,-0.492622020431328,2,2,2,4,3,2,1,1,1,2,3,2,0,1,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,1.6,0.0,1.0,0.0,0.0
47,1.127128263337117,4,5,4,3,5,3,5,5,4,4,5,3,5,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.5,2.0,0.0,1.0,0.0
46,0.011350737797956867,2,2,3,2,3,2,3,3,3,2,1,2,4,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.6,0.0,1.0,0.0,0.0
27,0.6503972758229285,4,5,5,4,2,5,1,2,1,2,4,3,1,2,1.0769230769230769,-0.0625,neutral or dissatisfied,17.0,2.2,1.0,0.0,0.0,0.0
50,-0.7434733257661748,3,5,4,4,3,3,3,2,2,4,3,5,3,4,2.269230769230769,2.1875,neutral or dissatisfied,68.5,3.2,0.0,1.0,0.0,1.0
36,-0.10329171396140749,3,4,3,2,1,3,2,2,2,0,4,5,2,2,2.1538461538461537,2.375,neutral or dissatisfied,70.0,2.3,0.0,1.0,0.0,1.0
68,0.6787741203178207,3,5,3,4,5,4,4,4,4,3,3,2,4,4,0.8461538461538461,1.0625,neutral or dissatisfied,32.0,3.6,2.0,0.0,1.0,0.0
40,-0.7514188422247446,2,3,2,5,3,2,3,3,4,3,3,1,3,2,0.9230769230769231,0.875,neutral or dissatisfied,30.0,2.7,0.0,1.0,0.0,1.0
37,-0.40408626560726446,5,3,5,3,3,4,4,4,4,4,2,4,3,3,-0.15384615384615385,1.625,neutral or dissatisfied,28.0,3.6,2.0,1.0,0.0,0.0
59,-0.019296254256526674,3,5,2,3,3,2,4,5,4,4,4,2,4,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.7,2.0,1.0,0.0,1.0
41,-0.28036322360953464,2,3,2,3,2,1,1,1,1,1,5,4,1,1,0.23076923076923078,1.0,neutral or dissatisfied,23.0,1.9,0.0,0.0,0.0,0.0
27,-0.5959137343927355,5,4,5,2,4,4,4,5,5,3,3,3,4,4,-0.07692307692307693,-0.0625,satisfied,2.0,4.0,2.0,1.0,0.0,0.0
17,0.5595913734392736,5,5,5,3,4,5,5,5,4,4,4,2,5,5,-0.07692307692307693,0.375,satisfied,9.0,4.3,2.0,1.0,1.0,0.0
27,-0.9114642451759364,4,3,3,1,2,2,1,3,2,1,2,2,2,1,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.0,1.0,1.0,0.0,1.0
13,0.7741203178206584,4,5,4,4,4,4,3,3,3,4,3,5,4,4,1.3076923076923077,1.625,satisfied,47.0,3.7,2.0,1.0,0.0,1.0
39,0.6901248581157775,5,5,5,3,5,4,5,5,5,5,4,3,5,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.7,2.0,1.0,0.0,0.0
53,0.48467650397275824,2,3,2,4,2,2,3,2,3,3,4,3,3,3,0.7692307692307693,0.5625,neutral or dissatisfied,23.0,2.8,0.0,0.0,1.0,0.0
31,-0.7990919409761634,4,5,4,3,2,4,2,2,3,3,4,3,3,3,1.4615384615384615,0.75,neutral or dissatisfied,35.0,2.9,0.0,1.0,0.0,0.0
78,0.2599318955732123,3,2,2,1,3,3,4,3,2,1,4,3,2,3,0.15384615384615385,0.75,neutral or dissatisfied,18.0,2.8,0.0,0.0,0.0,1.0
19,0.52894438138479,1,4,2,2,2,2,2,1,1,2,4,5,3,1,1.2307692307692308,0.75,neutral or dissatisfied,32.0,2.2,0.0,1.0,0.0,0.0
48,0.28944381384790013,5,3,4,1,4,5,3,3,4,3,4,3,4,4,0.7692307692307693,0.8125,satisfied,27.0,3.7,2.0,1.0,0.0,0.0
47,1.6276958002270148,3,3,4,3,4,4,4,3,4,5,2,5,3,4,2.269230769230769,2.4375,neutral or dissatisfied,72.5,3.7,2.0,1.0,1.0,0.0
34,-0.41430192962542567,5,5,4,3,2,4,3,3,3,3,5,5,3,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.6,2.0,1.0,0.0,0.0
38,0.70261066969353,2,2,3,5,2,2,2,3,2,2,3,3,1,2,1.9230769230769231,1.9375,neutral or dissatisfied,60.0,2.2,1.0,0.0,0.0,0.0
65,-0.5244040862656073,4,4,4,3,1,4,2,2,2,2,2,3,3,2,0.38461538461538464,1.1875,neutral or dissatisfied,28.0,2.3,0.0,1.0,0.0,1.0
56,0.42565266742338254,3,1,3,4,3,2,3,4,3,4,3,2,3,4,-0.15384615384615385,0.625,neutral or dissatisfied,12.0,3.2,1.0,0.0,1.0,1.0
54,-0.1872871736662883,5,5,4,3,5,3,4,5,4,3,4,5,5,5,2.269230769230769,2.4375,satisfied,72.5,4.5,2.0,0.0,0.0,0.0
26,-0.07264472190692395,2,3,2,2,3,2,2,3,1,2,4,4,1,2,-0.15384615384615385,-0.0625,neutral or dissatisfied,1.0,2.4,0.0,1.0,1.0,1.0
47,1.3598183881952326,1,3,0,2,3,0,3,3,3,3,3,4,3,3,2.076923076923077,2.4375,neutral or dissatisfied,70.0,2.9,0.0,0.0,1.0,1.0
52,0.12485811577752554,5,5,5,2,5,5,4,5,5,4,3,3,5,5,0.8461538461538461,1.75,satisfied,43.0,4.4,2.0,0.0,1.0,0.0
53,0.264472190692395,2,3,2,2,2,3,3,2,2,3,3,3,3,2,0.5384615384615384,-0.0625,neutral or dissatisfied,10.0,2.5,0.0,0.0,0.0,0.0
19,-0.8615209988649262,4,5,4,4,3,3,4,3,3,2,3,2,4,4,0.15384615384615385,0.8125,satisfied,19.0,3.2,2.0,1.0,0.0,0.0
45,-0.775255391600454,4,5,3,5,3,3,1,2,2,2,5,3,1,2,0.46153846153846156,0.0625,neutral or dissatisfied,11.0,2.5,0.0,1.0,1.0,1.0
45,1.522133938706016,4,4,5,5,4,5,4,4,4,4,3,3,5,5,-0.15384615384615385,-0.0625,satisfied,1.0,4.0,2.0,0.0,1.0,0.0
57,0.22360953461975028,5,5,5,2,5,4,5,5,4,5,3,3,4,5,0.0,-0.0625,satisfied,3.0,4.4,2.0,0.0,0.0,0.0
36,-0.1452894438138479,2,4,2,2,3,2,3,3,3,3,3,4,3,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.0,0.0,1.0,0.0,0.0
23,-0.11464245175936436,3,5,4,2,4,4,4,4,4,3,3,3,4,4,0.23076923076923078,-0.0625,satisfied,6.0,3.6,2.0,0.0,0.0,0.0
26,0.21679909194097616,3,2,3,1,3,3,2,2,3,3,2,4,1,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.6,0.0,1.0,0.0,0.0
45,0.4245175936435868,3,5,3,4,4,4,4,5,4,3,3,4,4,5,0.23076923076923078,-0.0625,satisfied,6.0,3.9,2.0,0.0,1.0,0.0
57,0.04086265607264472,3,4,3,3,2,3,2,3,3,3,5,3,4,3,-0.23076923076923078,-0.0625,satisfied,0.0,3.1,2.0,0.0,0.0,1.0
35,0.35414301929625425,4,4,4,1,2,4,3,2,4,3,3,2,2,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.7,1.0,1.0,0.0,0.0
44,0.662883087400681,2,4,3,3,5,3,4,5,4,5,3,4,5,5,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,4.2,2.0,0.0,0.0,0.0
9,-0.4245175936435868,5,5,5,2,4,5,5,5,5,5,3,4,4,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.5,2.0,1.0,1.0,0.0
8,-0.2576617480136209,4,2,4,2,2,3,3,4,4,3,4,2,2,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.1,1.0,0.0,0.0,0.0
47,-0.07037457434733257,4,5,4,3,2,3,2,2,3,3,3,2,2,3,2.269230769230769,2.4375,neutral or dissatisfied,72.5,2.6,1.0,1.0,0.0,0.0
47,-0.8660612939841089,5,5,4,3,5,4,5,5,4,4,5,4,4,5,1.4615384615384615,2.375,satisfied,61.0,4.6,2.0,1.0,0.0,0.0
51,1.1407491486946653,3,4,2,3,3,3,2,2,2,2,5,3,3,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.7,1.0,0.0,0.0,1.0
9,-0.2656072644721907,4,4,5,1,3,5,3,4,4,1,4,4,3,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.4,2.0,1.0,0.0,0.0
62,0.18615209988649262,2,2,2,3,4,3,5,4,5,4,5,5,3,5,0.3076923076923077,0.0,neutral or dissatisfied,8.0,4.2,0.0,0.0,0.0,1.0
32,0.15891032917139614,3,5,3,1,2,3,3,2,3,2,3,3,2,2,-0.23076923076923078,-0.0625,satisfied,0.0,2.5,1.0,0.0,0.0,1.0
31,1.692395005675369,4,5,4,3,4,4,5,5,5,4,2,3,4,5,-0.15384615384615385,0.3125,satisfied,7.0,4.1,2.0,1.0,1.0,0.0
50,0.35754824063564133,3,5,3,3,4,3,3,2,1,2,1,5,2,2,-0.23076923076923078,-0.0625,satisfied,0.0,2.5,0.0,1.0,0.0,1.0
41,-0.40068104426787743,1,2,1,3,2,2,3,3,3,3,4,4,2,2,-0.15384615384615385,-0.0625,neutral or dissatisfied,1.0,2.7,0.0,0.0,0.0,0.0
65,0.09875141884222474,5,4,3,4,3,3,2,3,4,3,4,3,4,3,1.1538461538461537,1.25,neutral or dissatisfied,39.0,3.4,0.0,1.0,0.0,0.0
51,1.0408626560726448,4,5,4,4,4,4,3,2,2,3,4,3,2,3,0.8461538461538461,0.875,neutral or dissatisfied,29.0,3.0,2.0,1.0,0.0,0.0
63,0.6549375709421112,5,5,5,3,3,5,5,3,4,5,3,3,4,4,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.9,2.0,1.0,0.0,0.0
34,2.093643586833144,4,5,3,4,3,3,4,3,5,2,2,1,3,3,1.6153846153846154,1.0625,satisfied,42.0,3.0,2.0,1.0,0.0,0.0
58,0.753688989784336,3,5,4,2,0,3,2,1,1,2,5,4,1,1,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.0,0.0,0.0,0.0,1.0
7,-0.7695800227014756,3,2,3,3,4,3,4,4,4,4,5,3,5,5,0.8461538461538461,0.5625,neutral or dissatisfied,24.0,4.1,1.0,0.0,1.0,0.0
39,-0.049943246311010214,4,3,4,2,2,4,2,2,1,1,4,4,3,2,0.3076923076923077,1.5,neutral or dissatisfied,32.0,2.5,0.0,1.0,0.0,0.0
20,0.12485811577752554,3,2,2,3,3,1,2,2,2,1,5,3,2,1,-0.15384615384615385,-0.0625,neutral or dissatisfied,1.0,2.4,0.0,1.0,1.0,1.0
42,-0.2292849035187287,1,2,1,4,3,2,3,2,4,2,3,2,3,2,1.0,-0.0625,neutral or dissatisfied,16.0,2.5,0.0,0.0,0.0,1.0
43,-0.5153234960272418,2,4,1,4,4,3,4,5,5,3,3,4,4,5,0.6153846153846154,0.6875,neutral or dissatisfied,23.0,3.9,0.0,0.0,0.0,1.0
54,-0.36662883087400683,3,5,3,4,2,3,2,1,2,2,2,5,1,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.2,0.0,1.0,1.0,1.0
44,0.7298524404086265,4,4,4,4,2,3,2,2,3,2,4,2,2,2,2.230769230769231,1.6875,neutral or dissatisfied,60.0,2.5,0.0,1.0,1.0,0.0
29,-0.18955732122587968,3,5,4,2,3,4,4,4,3,3,5,3,4,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.6,2.0,1.0,0.0,0.0
33,-0.674233825198638,5,4,5,5,4,5,5,5,5,3,5,4,5,5,1.3076923076923077,1.75,satisfied,49.0,4.6,2.0,1.0,0.0,0.0
43,-0.7854710556186152,2,3,2,3,3,2,3,3,4,3,3,3,3,2,-0.15384615384615385,-0.0625,neutral or dissatisfied,1.0,2.9,0.0,1.0,0.0,0.0
30,-0.3711691259931896,3,2,3,4,1,4,1,2,1,1,5,3,1,0,-0.23076923076923078,-0.0625,satisfied,0.0,1.8,0.0,0.0,0.0,1.0
58,-0.28036322360953464,1,4,2,3,3,1,3,4,3,3,3,3,3,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.9,0.0,0.0,0.0,1.0
34,-0.46538024971623154,2,3,2,1,3,2,2,3,4,1,4,3,4,2,2.269230769230769,2.4375,satisfied,72.5,2.8,0.0,0.0,0.0,1.0
55,0.47105561861521,1,3,1,4,2,1,1,2,2,2,4,4,3,1,0.38461538461538464,0.5625,neutral or dissatisfied,18.0,2.2,0.0,0.0,0.0,0.0
30,-0.30192962542565266,5,4,4,2,3,5,4,4,4,4,3,5,3,4,0.5384615384615384,-0.0625,neutral or dissatisfied,10.0,3.9,2.0,0.0,0.0,0.0
49,0.7253121452894438,5,5,5,2,3,5,5,5,4,3,2,4,5,4,-0.23076923076923078,-0.0625,satisfied,0.0,4.0,2.0,0.0,1.0,0.0
37,0.34846765039727584,2,4,3,2,3,5,2,3,2,2,3,3,2,2,0.38461538461538464,-0.0625,neutral or dissatisfied,8.0,2.4,0.0,0.0,0.0,1.0
58,-0.1373439273552781,4,4,3,3,4,3,4,5,3,4,3,4,4,4,0.5384615384615384,1.375,satisfied,33.0,3.9,2.0,1.0,0.0,0.0
69,0.1952326901248581,3,4,3,4,5,2,5,5,4,3,2,5,5,4,-0.23076923076923078,-0.0625,satisfied,0.0,4.1,1.0,1.0,0.0,1.0
43,-0.12031782065834279,3,5,2,3,2,3,3,2,2,3,2,2,3,3,1.0,0.5,neutral or dissatisfied,25.0,2.5,0.0,1.0,1.0,1.0
69,1.2667423382519865,2,5,4,1,4,2,3,3,4,2,4,3,4,3,0.8461538461538461,1.0,neutral or dissatisfied,31.0,3.2,2.0,0.0,0.0,0.0
38,-0.7888762769580022,2,4,3,3,2,3,2,2,2,2,4,5,1,2,1.2307692307692308,0.125,neutral or dissatisfied,22.0,2.4,0.0,0.0,1.0,0.0
43,-0.5164585698070374,1,3,1,2,2,0,4,4,3,3,3,5,4,3,0.6923076923076923,1.125,neutral or dissatisfied,31.0,3.2,0.0,0.0,0.0,1.0
38,0.6867196367763905,4,5,4,2,4,4,5,5,3,5,3,2,5,5,0.07692307692307693,-0.0625,satisfied,4.0,4.1,2.0,0.0,0.0,0.0
25,-0.43473325766174803,2,4,3,2,3,2,2,2,2,2,3,1,2,2,0.15384615384615385,-0.0625,satisfied,5.0,2.1,1.0,1.0,0.0,0.0
62,-0.03859250851305335,5,5,4,2,5,5,4,4,4,3,3,4,4,4,1.4615384615384615,1.1875,satisfied,42.0,4.0,2.0,1.0,0.0,0.0
42,-0.720771850170261,5,5,5,4,4,5,4,4,4,3,3,4,4,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.0,2.0,0.0,1.0,0.0
34,-0.19977298524404086,3,4,3,2,2,4,1,1,2,1,4,3,2,1,0.8461538461538461,0.5625,neutral or dissatisfied,24.0,2.0,0.0,0.0,0.0,1.0
29,1.6242905788876276,3,5,4,1,3,5,5,5,5,4,4,3,5,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.2,2.0,0.0,0.0,0.0
68,1.9284903518728718,4,4,4,4,3,5,3,4,2,3,4,2,3,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.2,2.0,1.0,0.0,0.0
38,0.09648127128263337,2,3,2,4,3,1,4,4,5,3,5,2,4,4,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.6,0.0,0.0,1.0,1.0
38,-0.5766174801362088,2,2,2,3,1,3,1,2,2,1,3,4,2,1,0.15384615384615385,1.1875,neutral or dissatisfied,25.0,1.9,0.0,1.0,0.0,0.0
55,-0.36095346197502837,2,2,2,4,2,2,3,3,3,2,2,2,3,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.5,0.0,1.0,0.0,1.0
63,-0.7786606129398411,2,3,2,3,2,2,3,3,3,4,3,2,3,3,0.07692307692307693,1.0625,satisfied,22.0,2.8,0.0,1.0,0.0,1.0
32,-0.02383654937570942,5,4,5,1,3,5,4,5,4,4,2,3,4,4,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.8,2.0,0.0,1.0,0.0
49,0.0056753688989784334,3,5,3,5,2,3,1,3,2,1,2,4,2,2,-0.15384615384615385,-0.0625,neutral or dissatisfied,1.0,2.2,0.0,0.0,1.0,0.0
49,-0.5028376844494892,3,4,3,4,3,4,2,3,1,2,4,3,2,2,0.15384615384615385,0.5,neutral or dissatisfied,14.0,2.5,0.0,0.0,1.0,0.0
37,-0.49035187287173665,5,5,5,3,5,5,4,4,4,4,3,4,4,4,0.38461538461538464,-0.0625,satisfied,8.0,4.1,2.0,1.0,0.0,0.0
34,-0.5822928490351873,4,5,5,2,4,4,5,5,5,4,3,4,5,4,0.15384615384615385,1.0,satisfied,22.0,4.3,2.0,1.0,0.0,0.0
31,0.3166855845629966,2,0,2,4,2,3,0,2,2,1,3,4,1,1,0.15384615384615385,-0.0625,neutral or dissatisfied,5.0,1.8,0.0,1.0,1.0,0.0
56,1.0045402951191829,2,3,3,1,2,2,1,3,2,1,3,3,2,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.1,0.0,1.0,1.0,0.0
44,0.27014755959137343,3,5,3,4,4,2,4,4,5,3,4,4,4,4,1.8461538461538463,2.0625,neutral or dissatisfied,61.0,3.9,0.0,0.0,0.0,1.0
41,0.22701475595913734,3,4,4,4,4,3,5,5,4,5,3,3,4,5,0.46153846153846156,-0.0625,satisfied,9.0,4.1,2.0,1.0,0.0,0.0
29,0.4188422247446084,4,4,4,4,4,4,5,4,5,4,3,2,3,5,1.1538461538461537,1.25,satisfied,39.0,3.9,2.0,0.0,1.0,0.0
56,-0.7888762769580022,4,3,4,2,4,5,5,5,5,4,3,1,4,5,0.38461538461538464,0.3125,satisfied,14.0,4.0,2.0,1.0,0.0,0.0
45,0.32122587968217936,2,3,2,2,2,3,1,2,3,2,3,4,2,3,0.8461538461538461,1.125,satisfied,33.0,2.4,0.0,0.0,0.0,1.0
27,-0.6095346197502838,1,1,1,2,2,0,3,3,3,3,4,2,3,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.7,0.0,1.0,1.0,0.0
35,0.9353007945516458,3,1,3,3,5,3,5,5,5,5,4,4,4,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.5,2.0,0.0,0.0,0.0
51,-0.48240635641316687,3,3,3,3,2,2,2,2,3,2,2,4,3,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.5,0.0,0.0,0.0,1.0
14,-0.8467650397275823,4,4,3,2,3,3,1,2,1,2,3,2,1,2,-0.23076923076923078,-0.0625,satisfied,0.0,2.1,1.0,1.0,0.0,1.0
39,-0.13280363223609534,3,4,2,2,5,3,5,5,5,5,3,4,4,4,-0.23076923076923078,-0.0625,satisfied,0.0,4.3,2.0,1.0,0.0,0.0
53,0.4245175936435868,2,4,3,5,3,3,4,3,4,3,3,1,4,4,1.7692307692307692,0.8125,neutral or dissatisfied,40.0,3.1,0.0,1.0,1.0,1.0
44,0.1543700340522134,5,5,5,3,3,5,3,4,4,2,2,3,2,4,-0.07692307692307693,0.6875,neutral or dissatisfied,14.0,3.2,0.0,0.0,0.0,0.0
51,0.49375709421112374,5,3,5,4,2,5,2,3,3,2,3,1,2,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.6,2.0,0.0,0.0,0.0
9,-0.09761634506242906,1,2,2,3,3,1,3,3,4,3,4,0,3,4,1.2307692307692308,0.875,neutral or dissatisfied,34.0,2.8,0.0,1.0,0.0,0.0
20,1.325766174801362,3,2,3,3,3,2,3,3,2,3,4,3,3,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.1,0.0,0.0,0.0,1.0
53,-0.8104426787741204,4,5,4,4,4,3,5,4,5,5,4,4,5,5,-0.15384615384615385,-0.0625,satisfied,1.0,4.5,2.0,1.0,1.0,1.0
46,-0.5970488081725313,2,4,2,3,3,2,2,2,2,2,1,5,1,1,0.6153846153846154,-0.0625,neutral or dissatisfied,11.0,2.1,0.0,0.0,0.0,0.0
36,2.093643586833144,5,5,5,3,4,5,3,4,4,2,3,3,3,4,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.5,2.0,0.0,0.0,0.0
44,1.8762769580022702,3,5,3,2,2,4,2,3,3,2,4,2,2,3,1.5384615384615385,2.125,neutral or dissatisfied,58.0,2.6,0.0,0.0,0.0,1.0
49,1.9489216799091942,1,3,3,1,2,2,2,2,2,2,4,4,2,3,1.3846153846153846,1.0625,neutral or dissatisfied,39.0,2.4,0.0,0.0,0.0,1.0
33,-0.25198637911464244,5,5,5,3,4,5,5,5,4,5,4,3,5,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.5,2.0,1.0,0.0,0.0
30,-0.6685584562996595,4,4,4,3,1,4,3,2,2,3,3,5,4,3,0.15384615384615385,-0.0625,satisfied,5.0,3.0,2.0,1.0,0.0,0.0
20,-0.641316685584563,5,4,5,4,4,4,4,4,5,3,4,4,3,4,0.0,-0.0625,satisfied,3.0,4.0,2.0,0.0,0.0,0.0
62,-0.623155505107832,4,5,5,3,1,4,2,2,3,2,2,1,3,3,-0.07692307692307693,-0.0625,satisfied,2.0,2.3,2.0,0.0,0.0,0.0
41,-0.6095346197502838,1,3,2,3,2,1,2,2,1,1,3,4,2,1,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,1.9,0.0,1.0,0.0,1.0
63,0.036322360953461974,4,5,5,3,3,5,3,2,3,3,3,5,2,4,-0.07692307692307693,0.0625,neutral or dissatisfied,4.0,3.2,2.0,0.0,0.0,0.0
20,-0.1532349602724177,2,2,1,2,1,3,2,2,2,2,4,4,1,1,1.0769230769230769,1.75,neutral or dissatisfied,46.0,2.1,1.0,1.0,0.0,0.0
42,1.1055618615209988,2,3,2,2,2,2,4,2,3,1,5,3,2,3,0.15384615384615385,0.375,neutral or dissatisfied,12.0,2.7,0.0,1.0,0.0,0.0
22,-0.2724177071509648,1,4,1,4,1,2,2,1,1,1,2,5,1,2,-0.07692307692307693,-0.0625,satisfied,2.0,1.7,0.0,0.0,0.0,0.0
66,-0.12258796821793416,2,2,1,5,3,2,1,1,2,0,2,3,0,2,-0.15384615384615385,0.4375,satisfied,9.0,1.6,0.0,1.0,1.0,1.0
81,0.5255391600454029,2,5,3,2,5,3,3,5,4,3,4,3,4,5,-0.23076923076923078,-0.0625,satisfied,0.0,3.8,2.0,0.0,0.0,0.0
59,0.2792281498297389,1,2,1,5,2,1,2,2,3,2,3,3,2,3,-0.15384615384615385,-0.0625,neutral or dissatisfied,1.0,2.3,0.0,1.0,0.0,1.0
23,2.093643586833144,1,3,0,1,2,1,3,2,2,3,3,5,3,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.6,0.0,1.0,0.0,0.0
23,0.29625425652667425,2,4,3,4,2,1,2,1,2,2,2,5,2,2,0.6153846153846154,-0.0625,neutral or dissatisfied,11.0,2.2,0.0,1.0,0.0,1.0
39,0.6106696935300795,3,4,3,4,3,2,3,3,3,4,4,4,5,4,-0.15384615384615385,0.625,neutral or dissatisfied,12.0,3.6,1.0,0.0,0.0,0.0
42,-0.4199772985244041,5,4,4,4,5,4,5,4,5,4,3,2,5,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.3,2.0,1.0,0.0,0.0
48,0.7253121452894438,5,5,5,3,3,4,3,4,3,2,3,2,3,4,0.23076923076923078,1.75,satisfied,35.0,3.2,2.0,0.0,0.0,0.0
47,0.6855845629965948,2,5,3,3,4,3,4,4,3,4,4,4,3,4,1.4615384615384615,1.75,neutral or dissatisfied,51.0,3.6,0.0,0.0,0.0,1.0
40,1.2860385925085132,4,5,5,3,4,4,4,5,5,4,4,4,3,4,0.5384615384615384,1.375,satisfied,33.0,4.1,2.0,0.0,0.0,0.0
37,-0.25312145289443816,3,4,4,4,5,4,5,5,5,5,3,3,5,5,0.15384615384615385,0.8125,neutral or dissatisfied,19.0,4.4,2.0,1.0,1.0,0.0
28,0.09534619750283768,4,3,3,3,2,4,2,2,3,3,3,4,3,3,2.269230769230769,2.25,neutral or dissatisfied,69.5,2.9,1.0,0.0,0.0,0.0
50,0.9761634506242906,3,5,2,2,3,3,4,2,2,2,5,3,2,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.8,0.0,0.0,0.0,1.0
7,-0.3064699205448354,1,2,2,3,1,2,1,1,2,3,4,3,0,1,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,1.7,0.0,0.0,1.0,0.0
41,0.4460839954597049,5,5,5,2,4,5,3,3,3,3,4,3,3,3,1.0,2.4375,neutral or dissatisfied,56.0,3.4,2.0,0.0,0.0,0.0
43,1.011350737797957,2,2,2,5,2,3,1,1,2,1,3,3,2,2,-0.15384615384615385,-0.0625,neutral or dissatisfied,1.0,1.9,0.0,1.0,0.0,1.0
37,2.093643586833144,4,4,3,3,3,4,3,3,3,3,2,4,4,3,-0.23076923076923078,-0.0625,satisfied,0.0,3.2,2.0,1.0,0.0,0.0
